  0.000000000000e+00,   0.000000000000e+00
  1.000000000000e-02,   1.614680801805e-01
  2.000000000000e-02,   2.294800292061e-01
  3.000000000000e-02,   2.900776204814e-01
  4.000000000000e-02,   3.439664234337e-01
  5.000000000000e-02,   3.917848636815e-01
  6.000000000000e-02,   4.341106126134e-01
  7.000000000000e-02,   4.714663689169e-01
  8.000000000000e-02,   5.043250899227e-01
  9.000000000000e-02,   5.331147251212e-01
  1.000000000000e-01,   5.582224992238e-01
  1.100000000000e-01,   5.799987876389e-01
  1.200000000000e-01,   5.987606231464e-01
  1.300000000000e-01,   6.147948688680e-01
  1.400000000000e-01,   6.283610892905e-01
  1.500000000000e-01,   6.396941480735e-01
  1.600000000000e-01,   6.490065586447e-01
  1.700000000000e-01,   6.564906111051e-01
  1.800000000000e-01,   6.623202967333e-01
  1.900000000000e-01,   6.666530493486e-01
  2.000000000000e-01,   6.696313209615e-01
  2.100000000000e-01,   6.713840074814e-01
  2.200000000000e-01,   6.720277387502e-01
  2.300000000000e-01,   6.716680458128e-01
  2.400000000000e-01,   6.704004171076e-01
  2.500000000000e-01,   6.683112541464e-01
  2.600000000000e-01,   6.654787362503e-01
  2.700000000000e-01,   6.619736029941e-01
  2.800000000000e-01,   6.578598621921e-01
  2.900000000000e-01,   6.531954305099e-01
  3.000000000000e-01,   6.480327131135e-01
  3.100000000000e-01,   6.424191281579e-01
  3.200000000000e-01,   6.363975813643e-01
  3.300000000000e-01,   6.300068954345e-01
  3.400000000000e-01,   6.232821986018e-01
  3.500000000000e-01,   6.162552762061e-01
  3.600000000000e-01,   6.089548888123e-01
  3.700000000000e-01,   6.014070600557e-01
  3.800000000000e-01,   5.936353370953e-01
  3.900000000000e-01,   5.856610262817e-01
  4.000000000000e-01,   5.775034063979e-01
  4.100000000000e-01,   5.691799216084e-01
  4.200000000000e-01,   5.607063560460e-01
  4.300000000000e-01,   5.520969917844e-01
  4.400000000000e-01,   5.433647517784e-01
  4.500000000000e-01,   5.345213292013e-01
  4.600000000000e-01,   5.255773044735e-01
  4.700000000000e-01,   5.165422511554e-01
  4.800000000000e-01,   5.074248317628e-01
  4.900000000000e-01,   4.982328844639e-01
  5.000000000000e-01,   4.889735015267e-01
  5.100000000000e-01,   4.796531003007e-01
  5.200000000000e-01,   4.702774874439e-01
  5.300000000000e-01,   4.608519170374e-01
  5.400000000000e-01,   4.513811431708e-01
  5.500000000000e-01,   4.418694675221e-01
  5.600000000000e-01,   4.323207824103e-01
  5.700000000000e-01,   4.227386097517e-01
  5.800000000000e-01,   4.131261363076e-01
  5.900000000000e-01,   4.034862455789e-01
  6.000000000000e-01,   3.938215466654e-01
  6.100000000000e-01,   3.841344003778e-01
  6.200000000000e-01,   3.744269428663e-01
  6.300000000000e-01,   3.647011069994e-01
  6.400000000000e-01,   3.549586417089e-01
  6.500000000000e-01,   3.452011294936e-01
  6.600000000000e-01,   3.354300022577e-01
  6.700000000000e-01,   3.256465556418e-01
  6.800000000000e-01,   3.158519619899e-01
  6.900000000000e-01,   3.060472820826e-01
  7.000000000000e-01,   2.962334757542e-01
  7.100000000000e-01,   2.864114114983e-01
  7.200000000000e-01,   2.765818751608e-01
  7.300000000000e-01,   2.667455778041e-01
  7.400000000000e-01,   2.569031628243e-01
  7.500000000000e-01,   2.470552123903e-01
  7.600000000000e-01,   2.372022532701e-01
  7.700000000000e-01,   2.273447621033e-01
  7.800000000000e-01,   2.174831701711e-01
  7.900000000000e-01,   2.076178677129e-01
  8.000000000000e-01,   1.977492078320e-01
  8.100000000000e-01,   1.878775100293e-01
  8.200000000000e-01,   1.780030634014e-01
  8.300000000000e-01,   1.681261295336e-01
  8.400000000000e-01,   1.582469451181e-01
  8.500000000000e-01,   1.483657243227e-01
  8.600000000000e-01,   1.384826609346e-01
  8.700000000000e-01,   1.285979302998e-01
  8.800000000000e-01,   1.187116910776e-01
  8.900000000000e-01,   1.088240868293e-01
  9.000000000000e-01,   9.893524745414e-02
  9.100000000000e-01,   8.904529049005e-02
  9.200000000000e-01,   7.915432228967e-02
  9.300000000000e-01,   6.926243908485e-02
  9.400000000000e-01,   5.936972794978e-02
  9.500000000000e-01,   4.947626767244e-02
  9.600000000000e-01,   3.958212954313e-02
  9.700000000000e-01,   2.968737806801e-02
  9.800000000000e-01,   1.979207161465e-02
  9.900000000000e-01,   9.896262996203e-03
  1.000000000000e+00,   0.000000000000e+00
