0.000000e+00, 0.000000e+00
1.000000e-03, 1.780341e-02
2.000000e-03, 2.655760e-02
3.000000e-03, 3.521474e-02
4.000000e-03, 4.377580e-02
5.000000e-03, 5.224173e-02
6.000000e-03, 6.061349e-02
7.000000e-03, 6.889200e-02
8.000000e-03, 7.707821e-02
9.000000e-03, 8.517302e-02
1.000000e-02, 9.317735e-02
1.100000e-02, 1.010921e-01
1.200000e-02, 1.089181e-01
1.300000e-02, 1.166564e-01
1.400000e-02, 1.243077e-01
1.500000e-02, 1.318729e-01
1.600000e-02, 1.393529e-01
1.700000e-02, 1.467486e-01
1.800000e-02, 1.540607e-01
1.900000e-02, 1.612901e-01
2.000000e-02, 1.684377e-01
2.100000e-02, 1.755042e-01
2.200000e-02, 1.824904e-01
2.300000e-02, 1.893972e-01
2.400000e-02, 1.962253e-01
2.500000e-02, 2.029756e-01
2.600000e-02, 2.096487e-01
2.700000e-02, 2.162455e-01
2.800000e-02, 2.227667e-01
2.900000e-02, 2.292131e-01
3.000000e-02, 2.355854e-01
3.100000e-02, 2.418844e-01
3.200000e-02, 2.481107e-01
3.300000e-02, 2.542652e-01
3.400000e-02, 2.603484e-01
3.500000e-02, 2.663613e-01
3.600000e-02, 2.723043e-01
3.700000e-02, 2.781783e-01
3.800000e-02, 2.839838e-01
3.900000e-02, 2.897217e-01
4.000000e-02, 2.953925e-01
4.100000e-02, 3.009970e-01
4.200000e-02, 3.065358e-01
4.300000e-02, 3.120095e-01
4.400000e-02, 3.174188e-01
4.500000e-02, 3.227644e-01
4.600000e-02, 3.280468e-01
4.700000e-02, 3.332667e-01
4.800000e-02, 3.384248e-01
4.900000e-02, 3.435215e-01
5.000000e-02, 3.485577e-01
5.100000e-02, 3.535337e-01
5.200000e-02, 3.584504e-01
5.300000e-02, 3.633081e-01
5.400000e-02, 3.681076e-01
5.500000e-02, 3.728494e-01
5.600000e-02, 3.775341e-01
5.700000e-02, 3.821622e-01
5.800000e-02, 3.867343e-01
5.900000e-02, 3.912510e-01
6.000000e-02, 3.957128e-01
6.100000e-02, 4.001203e-01
6.200000e-02, 4.044740e-01
6.300000e-02, 4.087744e-01
6.400000e-02, 4.130221e-01
6.500000e-02, 4.172176e-01
6.600000e-02, 4.213614e-01
6.700000e-02, 4.254540e-01
6.800000e-02, 4.294960e-01
6.900000e-02, 4.334878e-01
7.000000e-02, 4.374299e-01
7.100000e-02, 4.413229e-01
7.200000e-02, 4.451672e-01
7.300000e-02, 4.489633e-01
7.400000e-02, 4.527117e-01
7.500000e-02, 4.564129e-01
7.600000e-02, 4.600673e-01
7.700000e-02, 4.636754e-01
7.800000e-02, 4.672377e-01
7.900000e-02, 4.707545e-01
8.000000e-02, 4.742265e-01
8.100000e-02, 4.776539e-01
8.200000e-02, 4.810374e-01
8.300000e-02, 4.843772e-01
8.400000e-02, 4.876738e-01
8.500000e-02, 4.909277e-01
8.600000e-02, 4.941393e-01
8.700000e-02, 4.973090e-01
8.800000e-02, 5.004372e-01
8.900000e-02, 5.035243e-01
9.000000e-02, 5.065708e-01
9.100000e-02, 5.095770e-01
9.200000e-02, 5.125434e-01
9.300000e-02, 5.154703e-01
9.400000e-02, 5.183581e-01
9.500000e-02, 5.212073e-01
9.600000e-02, 5.240182e-01
9.700000e-02, 5.267912e-01
9.800000e-02, 5.295267e-01
9.900000e-02, 5.322249e-01
1.000000e-01, 5.348865e-01
1.010000e-01, 5.375115e-01
1.020000e-01, 5.401006e-01
1.030000e-01, 5.426539e-01
1.040000e-01, 5.451719e-01
1.050000e-01, 5.476548e-01
1.060000e-01, 5.501032e-01
1.070000e-01, 5.525172e-01
1.080000e-01, 5.548973e-01
1.090000e-01, 5.572437e-01
1.100000e-01, 5.595569e-01
1.110000e-01, 5.618371e-01
1.120000e-01, 5.640847e-01
1.130000e-01, 5.663000e-01
1.140000e-01, 5.684833e-01
1.150000e-01, 5.706349e-01
1.160000e-01, 5.727552e-01
1.170000e-01, 5.748444e-01
